id,institution,degree,degree_type
6819,UMT,Certificate,"Microsoft Project Portfolio Server 2003/6 Training"
5777,Undisclosed,"VIDEO TRAINING COURSES","Fundamentals in Web Security"
5239,"Union Christian College Aluva","Pre Degree","Pre Degree"
1448,"Union College","Bachelor of Science (B.S.)","Computer Science"
1356,"Union College","Computer Science",Economics
5760,"Union Endicott High School","1984 - 1988","1984 - 1988"
367,"United Citizens Brigade Theater","2012 - 2013","2012 - 2013"
6791,"United Martial Arts Self Defense Academy","eMasters Self Defense",Blackbelt
3137,"United Nations Institute for Disarmament Research",Disarmament,"Humanitarian Affairs"
1994,"United Nations International School","IB Diploma","IB Diploma"
3395,"United States Air Force",Communications,"Data Center Operations"
2630,"United States Air Force Academy","Bachelor of Science (BS)","Computer Engineering"
2650,"United States Military Academy at West Point","Bachelor of Science - BS","Bachelor of Science - BS"
6174,"United States Military Academy at West Point","Bachelor of Science (B.S.)","Computer Science"
5263,"United States Military Academy at West Point","Bachelors of Science","Engineering Psychology (minor in Systems Engineering)"
5562,"United States Military Academy at West Point","Computer and Electrical Engineering","Computer and Electrical Engineering"
5264,"United States Military Academy Preparatory School",Diploma,"Math/ English"
2655,"United Talmudical Seminary",,
2139,"United World College of the American West","Bilingual IB Diploma","Economics SL"
434,"United World College, India","High School","International Baccalaureate "
6485,"Universal Life Seminary","Ph. D.","Comparative Religions"
264,"Universidad Adolfo Ibáñez","Business Administration and Management",General
7331,"Universidad autonoma de Baja California",B.S,"Computer Engineering"
2512,"Universidad Carlos III de Madrid","Bachelor's degree","Computer Engineering"
4757,"Universidad Carlos III de Madrid","Bachelor's degree",Informatics
1106,"Universidad Carlos III de Madrid","Study Abroad","Study Abroad"
5090,"Universidad Católica de Santiago del Estero","Grado en Derecho",Derecho
3559,"Universidad Católica Nuestra Señora de la Asunción","Bachelor’s Degree","Computer Science"
5549,"Universidad Católica San Pablo","Summer School","Machine Learning"
3531,"Universidad Central de Venezuela","Magister Scientiarum en Educación","Educación y TIC"
1595,"Universidad Centroamericana 'José Simeón Cañas'","Computer Science","Computer Science"
2604,"Universidad de Ciencias Pedagogicas","Study Abroad","Spanish and History"
4530,"Universidad de Granada","Spanish language & literature",culture
1855,"Universidad de Guadalajara","Ingeniería en Computación",Computers
7248,"Universidad de Huelva","Bachelor's degree","Computer Science"
7247,"Universidad de Huelva","Master's degree","Computer Science"
3626,"Universidad de Lima",Architecture,Architecture
4078,"Universidad de Los Andes","Ingeniero de Sistemas y Computacion","Ciencias de la computación"
4080,"Universidad de Los Andes","Ingeniero de Sistemas y computación","computación grafíca"
4081,"Universidad de Los Andes","Opción de Administración de empresas",general
3410,"Universidad de Oriente (CU)",Bachelor,"Automatical Eng"
4219,"Universidad de Palermo","Systems Engineer","Systems Engineer"
2963,"Universidad de San Martín de Porres","Bachelor's degree","Computer and Systems Engineer"
6129,"Universidad del Pacifico","Computer Science",Technology
2450,"Universidad del País Vasco/Euskal Herriko Unibertsitatea","Study Abroad","Computer Engineering"
4404,"Universidad del Valle de Mexico",Bachelor,"Computer Science"
5581,"Universidad Internacional Iberoamericana (UNINI PR)","Master's degree","Gestión y Dirección de Proyectos"
3804,"Universidad Latina de Panamá","Engineer's degree","Biomedical/Medical Engineering"
549,"Universidad Latinoamericana de Ciencia y Tecnología","Bachelor's Degree","Computer Science"
3518,"Universidad Metropolitana (VE)","System's Management Master Degree",Management
3532,"Universidad Nacional Abierta","Licenciado en Educación","Dificultades de Aprendizaje"
5385,"Universidad Nacional Autónoma de México","142 of 360 credits","142 of 360 credits"
4716,"Universidad Nacional de Córdoba",Bachelor,"Computer Science"
6359,"Universidad Nacional de Educación a Distancia - U.N.E.D.","Diploma Experto Universitario en Dirección Financiera ","Diploma Experto Universitario en Dirección Financiera "
3528,"Universidad Nacional Experimental Simón Rodríguez","Bachelor of Business Administration - BBA","Marketing and Sales Administration"
6365,"Universidad Politécnica de Madrid","Bachelor’s Degree in Industrial Technologies Engineering","Specialization: Electronics and Automatics"
6854,"Universidad Politécnica de Madrid","Computer Engineering (Audit)","Computer Engineering (Audit)"
6348,"Universidad Pontificia de Salamanca","Master's degree","Computer Software Engineering"
1010,"Universidad San Pablo-CEU","University Master's Degree in Occupational Risk Prevention","Occupational Risk Prevention"
3517,"Universidad Simón Bolívar","Computing Engineer","Databases and Software Development"
3527,"Universidad Yacambú","Master of Finance and New Business Management","Management and Leadership"
4168,"Universidade de São Paulo","International Executive Master of Business Administration (MBA)","International Executive Master of Business Administration (MBA)"
6652,"Universidade de São Paulo","Special Student in two discipline of Master's Degree","Production Engineering"
5915,"Universidade Estadual da Paraíba","Bachelor's Degree","Computer Science"
7088,"Universidade Estadual de Campinas",Bachelor,Mathematics
6755,"Universidade Estadual de Campinas",MSc,hci
585,"Universidade Estadual Paulista Júlio de Mesquita Filho","Bachelor's degree","Music Performance (Cello)"
2702,"Universidade Federal de Campina Grande","Bachelor's degree","Computer Science"
5500,"Universidade Federal de Itajubá",Bachelor,"Control and Automation Engineering"
6891,"Universidade Federal de Itajubá",Graduate,"Electrical Engineering"
1819,"Universidade Federal de Minas Gerais","Bachelor of Science (BSc)","Computer Science"
1817,"Universidade Federal de Minas Gerais","Master of Science (MSc)","Computer Science"
6653,"Universidade Federal de São Carlos","Special Student in a discipline of Master's Degree","Computer Science"
2168,"Universidade Federal do Estado do Rio de Janeiro","Bachelor of Science (BS)","Information Systems"
5489,"Universidade São Judas Tadeu",ENG,"Computer Engineering"
1499,"Università Bocconi","Master's degree","Marketing Management"
1501,"Università Cattolica del Sacro Cuore","Bachelor's of Science in Economics and Management","Bachelor's of Science in Economics and Management"
1432,"Università degli Studi di Firenze","Study Abroad","Lingua e Cultura Italiana"
7249,"Università degli Studi di Salerno","Exchange Student in Computer Science","Exchange Student in Computer Science"
867,"Università degli Studi di Udine","Bachelor of Science (BS)","Mechanical Engineering"
866,"Università degli Studi di Udine",MS,"Mechanical Engineering"
3009,"Universitario Autónomo del Sur",1995,"Bachelor of Science in Computer Science - Systems Engineer"
1012,"Universitat de Barcelona","Bachelor of Environmental Sciences","Environmental Sciences"
3786,"Universität des Saarlandes",MSc.,"Computational Linguistics"
5179,"Universitat Oberta de Catalunya","Ingeniería Técnica Informática (sin concluir)","Computer Software Engineering"
4540,"Universität Passau","Master of Science (M.Sc.)","IT Security"
377,"Universitat Politècnica de Catalunya","Study Abroad","Study Abroad"
5624,"Universitat Politècnica de València (UPV)","Computer Systems and Computation","Computer Systems and Computation"
4492,"Université Côte d'Azur",PhD,"Computer Science"
4403,"Université de Montréal",Certificate,"Computer Science"
5084,"Université de Paris","Master & Bachelor","Computer Science"
464,"Université de Paris 8 (Saint Denis)","Performance Studies (Dance)","Performance Studies (Dance)"
3216,"Université de Reims Champagne-Ardenne","DUT (two-year university degree in technology)","Software Development"
4375,"Université du Québec à Montréal","Certificat en Informatique","Certificat en Informatique"
5085,"Université Joseph Fourier (Grenoble I)","Associate's degree","Computer Science"
1742,"Université Laval","J'Explore French Immersion Program","J'Explore French Immersion Program"
6487,"University at Albany, SUNY",B.S.,"Computer Science and Applied Mathematics"
1136,"University at Albany, SUNY","B.S. in Business Administration",Finance/Marketing
2602,"University at Albany, SUNY","Bachelor of Arts (B.A.)",Globalization
615,"University at Albany, SUNY","Bachelor of Science - BS","Accounting and Business/Management"
2559,"University at Albany, SUNY","Bachelor of Science (B.S.) Summa Cum Laude","Computer Science/Applied Mathematics"
462,"University at Albany, SUNY","Bachelor's Degree",Business
1598,"University at Albany, SUNY","Bachelor's degree","Computer Science"
1541,"University at Albany, SUNY","Bachelor's degree","Library and Information Science"
3129,"University at Albany, SUNY","Bachelor’s Degree","Computer Engineering"
606,"University at Albany, SUNY","Bachelor’s Degree","European History"
1024,"University at Albany, SUNY",BS,"Minor in Business Administration"
4290,"University at Albany, SUNY","Computer Science and Music","Computer Science and Music"
5602,"University at Albany, SUNY","IELP Program",English
6486,"University at Albany, SUNY",M.S.,"Computer Science"
5823,"University at Albany, SUNY","Master of Science - MS","Computer Science"
6210,"University at Albany, SUNY","Master of Science (M.S.)","Computer Science"
4936,"University at Albany, SUNY","Master of Science (MS)","Computer Science"
1940,"University at Albany, SUNY","Master of Science (MS)",General
2055,"University at Albany, SUNY","Master's degree","Computer Science"
1597,"University at Albany, SUNY","Master's of Science degree","Computer Science"
989,"University at Albany, SUNY","Master’s Degree","Computer Science"
5950,"University at Albany, SUNY",Philosophy,Philosophy
537,"University at Albany, SUNY","University in the High School Program","University in the High School Program"
210,"University at Buffalo","2008 - 2013","2008 - 2013"
1942,"University at Buffalo","2015 - 2019","2015 - 2019"
6285,"University at Buffalo",BA,"Computer Science"
4231,"University at Buffalo","Bachelor of Arts","Media Study"
600,"University at Buffalo","Bachelor of Arts (B.A.)","Political Science and Computer Science"
5147,"University at Buffalo","Bachelor of Arts (BA)","Computer Science"
1936,"University at Buffalo","Bachelor of Science","Business Administration"
2740,"University at Buffalo","Bachelor of Science","Computer Science"
5185,"University at Buffalo","Bachelor of Science","Mehanical Engineering"
5857,"University at Buffalo","Bachelor of Science - B.S.","Computer Science"
1135,"University at Buffalo","Bachelor of Science - BS","Computer Science"
4861,"University at Buffalo","Bachelor of Science - BS","Human Resources Management and Services"
